a-eastell | at, in, or to the east of. | the process of changing or causing something to change from one form to another. | (of a person) show anger or irritation. | a pair of glasses.
kitchen-sinking | the action of bringing up all of one's grievances or complaints in an argument with someone about an unrelated issue. | an ex-member of the armed forces. | bring down (one's foot) heavily on the ground or on something on the ground. | a dead person's remains.
kitchie | a room, building, or area in which food is prepared and cooked | a textile fabric made from woven glass filaments. | (of a situation or condition) extremely unpleasant and degrading. | provide someone or something with (something) by implantation.
metallous | of the nature of a metal | a person employed to write speeches for others to deliver. | (of a cell) divide. | close to the actual, but not completely accurate or exact.
mud run | an event (usually a race) in which people or vehicles negotiate a course on wet or muddy ground, often with various obstacles. | shine or cause to shine softly. | a person or thing exemplifying the ideal or defining characteristics of something. | a person's feelings, typically considered as being easily hurt.
ohana | especially in hawaii: a family, including members of an extended family, as well as close friends and associates. | a trouser leg. | absence of difficulty or effort. | an estimation of the quality or worth of someone or something.
papercraft | the art or craft of making or decorating items using paper | the highest or most extreme degree of something. | an ability to bowl, pitch, or throw a ball skilfully. | derive by inductive reasoning.
parapublic | especially of an organization or service: partially funded, owned, or operated by the government. | wicked or criminal behaviour. | inability to plan one's activities or affairs efficiently. | (of a bird or other animal) having blue markings.
pincho | in spanish and basque cuisine: a small dish, typically served as an appetizer or snack. | relating to franconia or its inhabitants. | a coal mine. | a projecting starched frill worn round the neck, characteristic of elizabethan and jacobean costume.
pitchy | of singing or a singer's voice: inaccurately or unsteadily pitched, out of tune, off-key,. | fasten or secure with a chain. | make (someone) unhappy, disappointed, or worried. | the punishment assigned to a defendant found guilty by a court, or fixed by law for a particular offence.
quiet | as a command or request: 'be quiet' | daylight. | transfer (a design) by the use of pounce. | uttar pradesh.
sand-baked | extremely hot, dry, etc., as a result of prolonged exposure to hot sand or the scorching heat of a desert. | the open ocean. | used to introduce a final point or reason. | the action of distributing or supplying something.
scooptram | a haulage vehicle with a large bucket in front, used for transporting and loading ore in a mine. | light as if with a stroboscope. | transliterate (foreign characters) or write or type out (shorthand, notes, or other abbreviated forms) into ordinary characters or full sentences. | a member of the indigenous people of north africa.
septagonal | having seven angles and seven straight sides | a flat circular spongy bread roll made from yeast dough and eaten split, toasted, and buttered. | the police. | (of a day) begin.
septate | in the terminology of s. l. mitchill: a salt of nitric acid | any beer other than lager, stout, or porter. | (in the anglican church) the proportion of the funds of a parish contributed to the finances of the diocese. | a sloping position or movement.
septile | designating the aspect of two celestial objects which are one-seventh of a circle (51 degrees 26 minutes) apart in the sky | limit something to (a particular place, time, or group) | the vascular tissue in plants which conducts water and dissolved nutrients upwards from the root and also helps to form the woody element in the stem. | the prevailing state of the weather, ground, or sea at a particular time, especially as it affects a sporting event.
septuplicate | seven times as many or as much | having the form of an arch of which the curved part forms a shallow arc of a circle, less than a semicircle. | a letter representing a vowel sound, such as a, e, i, o, u. | operational research.
seroma | a localized accumulation of serous fluid in a part of the body, occurring most commonly as a complication of a previous surgical procedure. | uncompromising and ruthless methods or dealings. | a member of a turkic people forming the majority population of azerbaijan, and also living in armenia and northern iran. | megabits per second.
silent alarm | an alarm made without a sound | a type of work song originally sung by black slaves in the us that later contributed to the development of the blues. | denoting the next after v in a set of items, categories, etc. | a lory.
silent auction | an auction, often for charity, at which bids are made in writing and then sealed, with the highest bid winning. | a tapering structure hanging like an icicle from the roof of a cave, formed of calcium salts deposited by dripping water. | (of a person) unchangingly faithful and dependable. | a person's buttocks.
silent birth | the birth of a baby that has died in the womb. | chosen for a position but not yet in office. | a punctuation mark (:) used to precede a list of items, a quotation, or an expansion or explanation. | almost or partly blue.
silent butler | a container, usually made from metal, with a handle and a hinged cover, used for collecting table crumbs or the contents of an ashtray. | a thing that makes an inadvertent revelation. | the head of certain colleges. | (of the sky, the clouds, etc.) send down rain.
silent disco | an event or party, usually held in a club or similar venue, at which attendees use headphones to listen and dance to music. | a long, loose-fitting undergarment. | the main body of a book or other piece of writing, as distinct from other material such as notes, appendices, and illustrations. | a state in which governing power is held by the nobility.
silentially | through or by silence | a field or plot of land enclosed by fencing or defined by natural boundaries. | a semitic language spoken in tigray, with about 4 million speakers. | an establishment where horses or other domesticated animals are kept for breeding.
silent number | a telephone number that is not listed in a directory at the request of the subscriber. | the return of someone to their own country. | under a curse. | have (a dish or course) after another or others during a meal.
sinti | a romani people of central and eastern europe. also occasionally as a count noun: a member of this people. | in a way that relates to psychology. | specifically identified to the exclusion of anything else. | a strange or diverse collection of people or things.
skim-read | intransitive. to read in a rapid or cursory manner, esp. in order to form a general understanding or to identify relevant information. | a removal from power. | narrow-minded insistence on traditional doctrine. | a young lower-class woman typified by brash and loutish behaviour.
speculoos | thin, crunchy, spiced biscuits of a type popular in the netherlands, belgium, france, germany, and austria. also: one of these biscuits. | (in tennis and similar games) a service of the ball not in accordance with the rules. | a member of an aboriginal people of central australia. | a small covered opening in a paved area allowing access beneath, especially one leading to a sewer.
spin-o-rama | a move comprising an abrupt 360-degree turn by a player in possession of the puck, especially in order to evade a defending player and score a goal. | (of temperature) above zero. | a protest or dispute of a specified degree or kind. | in a limited or restricted way.
suicide belt | a region or zone in which suicide rates are particularly high. | the rate of disease in a population. | a small deciduous tree with broad leaves, native to east asia and long cultivated elsewhere. | to a great or impressive extent; enormously.
suicider | a person who takes his or her own life, or intends to do so. | an organism that produces organic compounds from simple substances such as water and carbon dioxide; an autotroph. | make or declare (something, typically a church) sacred; dedicate formally to a religious purpose. | regarded with awe; greatly revered.
tat | a tattoo (tattoo n.2). | not seriously. | relating to a rope or its tension. | deceit used in order to achieve one's goal.
tat | transitive. to mark (a person, part of the body) with a tattoo | expressing the position or location of something beyond or at the far end of (an opening or an obstacle) | denoting something designed to prevent injury or damage. | a pituitary hormone which acts to promote the retention of water by the kidneys and increase blood pressure.
tatted | that has been tattooed | denoting or relating to a rhythmic style of jazz piano playing in which the left hand alternately plays single bass notes on the downbeat and chords an octave higher on the upbeat. | wet and soft. | used as a polite formula for giving permission or making a request.
transatlanticist | british. a north american, esp. a native or inhabitant of the united states. sometimes used humorously. rare. | an offer of something enticing as a means of persuasion (often contrasted with the threat of something punitive or unwelcome) | a button that is pushed to fire a gun or release a bomb. | born or occurring after a pregnancy significantly shorter than normal, especially after no more than 37 weeks of pregnancy.
triclosan | a chlorinated aromatic organic compound used as an antimicrobial agent in many household and medical products. | a person or thing that is undeservedly neglected or ignored. | used ironically to express annoyance or displeasure. | (of a conversation, activity, or gathering) involving only a particular person or group, and often dealing with matters that are not to be disclosed to others.
v-card | virginity. often in to lose one's v-card: to lose one's virginity. | the branch of medicine which deals with the incidence, distribution, and possible control of diseases and other factors relating to health. | directed by remote control or by internal equipment. | a facility that prepares and sells cannabis as recommended by a doctor for the treatment of a medical condition.
